	Label	Score
223	6.4	7.294220000000033
224	7.444	7.6884910000000275
225	6.09	6.666543000000002
226	7.931	7.63652400000002
227	8.47	7.604330000000007
228	8.9	7.912056000000016
229	8.4	7.923141999999919
230	8.0	7.672706999999956
231	7.081	6.319795999999962
232	7.62	7.742034999999976
233	7.617	7.45736999999999
234	6.3	5.701733999999974
235	6.03	5.775154
236	8.042	7.318698000000038
237	7.098	7.17871999999999
238	7.3	7.144594000000015
239	4.89	5.954967000000006
240	5.881	6.719744000000008
241	7.06	6.73417900000003
242	7.523	7.315114000000026
243	4.96	5.293801000000028
244	6.21	6.456686999999975
245	6.393	6.730192000000014
246	7.251	7.7408570000000445
247	9.297	7.807045999999992
248	8.069	7.791307000000054
249	8.284	8.685711999999997
250	8.391	7.886414999999923
251	5.031	5.778595000000011
252	7.1	6.874651999999948
253	6.035	6.768056999999979
254	6.94	6.523503999999989
255	6.23	6.491888000000009
256	5.0	5.263724000000026
257	6.0	6.043186000000004
258	7.33	6.710980000000039
259	6.018	6.293184000000032
260	7.2	6.993535999999964
261	6.6	6.685591999999996
262	7.5	6.124312999999992
263	8.17	7.6020159999999795
264	5.32	7.126765999999984
265	7.6	6.76233800000003
266	7.06	7.190701000000045
267	6.16	7.264366000000034
268	6.255	6.067381000000013
269	7.339	7.849811000000017
270	5.96	6.580856999999989
271	8.098	7.831995999999939
272	7.51	7.649433000000038
273	7.498	6.052943999999992
274	8.472	7.847989000000011
275	9.4	8.71664099999998
276	7.801	8.204116000000033
277	8.89	7.896808999999997
278	6.282	6.426445999999969
279	5.74	5.995746000000047
280	6.91	7.624897000000019
281	6.113	6.228526000000002
282	6.861	6.459238999999992
283	8.27	7.507750999999989
284	7.442	7.695292000000084
285	8.196	7.756020000000007
286	8.04	7.310381000000053
287	7.695	7.833365999999993
288	4.8	6.5650829999999845
289	6.89	7.0354349999999215
290	5.68	7.082265000000021
291	7.23	7.249799999999971
292	7.387	7.533278000000046
293	7.34	7.2449859999999635
294	7.86	8.082023000000024
295	9.281	7.928342000000018
296	7.349	6.621557000000003
297	9.1	8.809934999999976
298	6.57	6.939172000000005
299	7.483	7.593881000000026
300	8.047	7.467531000000036
301	6.09	5.9631940000000405
302	7.122	6.415545000000011
303	5.92	6.241787999999978
304	6.218	6.490408000000022
305	5.54	5.851417999999991
306	6.96	6.5746630000000135
307	6.64	7.712513000000042
308	7.42	7.662629999999973
309	8.523	7.902936000000017
310	8.238	8.184090999999999
311	6.441	7.469261999999986
312	7.768	7.300251000000008
313	4.72	6.668023000000024
314	6.17	6.286082000000037
315	7.521	7.739008999999985
316	6.981	6.312238000000011
317	7.113	6.9404039999999965
318	5.56	6.527487000000003
319	6.442	6.824688999999986
320	5.52	5.399496999999955
321	8.521	7.946066000000029
322	5.21	6.569191000000008
323	7.0	6.820504000000046
324	8.122	7.300044000000002
325	6.9	6.688460999999975
326	6.8	7.261744999999964
327	5.2	5.764680000000032
328	9.601	7.323631000000021
329	8.088	7.48793599999997
330	5.722	6.534019999999988
331	6.498	6.854088000000043
332	5.4	5.715722999999966
333	6.481	7.111716999999992
334	7.442	7.144115000000015
335	6.91	6.319600999999986
336	8.62	7.938397000000033
337	7.55	7.367959000000024
338	6.291	7.052157000000025
339	5.03	5.833859999999993
340	6.192	6.500082999999987
341	7.651	7.2233790000000395
342	7.376	6.639806000000009
343	6.518	7.420178000000045
344	7.822	8.040162999999978
345	8.693	7.760326999999987
346	5.1	5.439448999999983
347	6.78	6.5114619999999785
348	6.921	6.857934000000048
349	7.625	7.182714999999997
350	5.825	6.08069499999999
351	6.14	6.464597999999955
352	6.921	7.066766000000022
353	4.37	5.103553999999999
354	7.56	7.174237000000048
355	5.569	6.827253000000012
356	7.654	7.56885399999995
357	7.662	7.150021000000011
358	9.3	8.78192599999997
359	9.221	7.7645189999999165
360	6.708	6.485039999999979
361	8.0	7.924687999999936
362	6.431	7.000849000000044
363	8.0	6.709341000000002
364	5.3	5.190391999999971
365	6.63	6.42212499999997
366	5.04	6.489148000000003
367	8.105	7.801603999999954
368	7.085	6.564658999999959
369	7.84	7.959548000000002
370	5.382	6.494370000000031
371	6.0	5.696915999999975
372	7.162	7.407536999999988
373	6.671	7.55181799999998
374	6.0	6.947244999999986
375	7.29	7.384241999999972
376	7.31	7.0046530000000224
377	8.112	7.657223999999959
378	7.751	7.707604000000044
379	6.058	6.099002999999966
380	4.71	5.741972999999989
381	6.31	6.687120999999959
382	8.75	8.349419000000033
383	7.4	6.811071000000023
384	8.23	6.7689539999999875
385	4.4	4.63057499999999
386	7.84	7.743859000000058
387	7.091	6.912786999999982
388	7.861	6.852362999999916
389	6.531	7.443721000000002
390	7.47	6.635971000000017
391	4.06	4.911293000000027
392	6.92	6.45090400000003
393	6.3	6.664990999999994
394	6.007	6.474675000000018
395	7.42	7.674283999999995
396	6.36	6.5283569999999935
397	6.242	6.5433399999999695
398	6.68	6.316138000000013
399	7.2	7.24204800000002
400	6.52	6.504607999999996
401	7.948	7.55137600000003
402	7.2	7.1421020000000155
403	5.35	5.693214000000029
404	5.0	6.535676999999993
405	6.261	6.140966000000018
406	7.267	6.5598789999999525
407	7.972	7.926767000000047
408	5.278	6.816399000000019
409	8.018	7.825161000000063
410	5.504	6.780788000000051
411	5.852	7.38137800000007
412	7.3	7.9939049999999785
413	6.255	6.420357000000065
414	6.042	7.563536999999992
415	7.4	7.113403000000021
416	7.302	8.098806000000073
417	6.2	6.764894999999941
418	8.401	7.613101999999971
419	7.66	7.526226999999949
420	8.471	8.33543100000005
421	6.921	7.514875999999989
422	5.822	7.085051999999989
423	5.9	6.025553999999967
424	7.867	7.297367999999978
425	7.021	7.0808229999999925
426	4.46	5.52922599999999
427	6.4	6.2486119999999765
428	5.61	6.142782000000004
429	4.64	5.056487000000014
430	8.098	7.497959000000014
431	6.065	7.16248600000002
432	8.2	7.998868999999988
433	8.0	7.06228400000002
434	8.5	7.71486499999996
435	6.73	7.086758000000072
436	8.89	7.849791000000029
437	6.89	6.775300999999971
438	6.15	6.396426000000018
439	5.3	5.3178630000000044
440	5.09	5.98952999999998
441	7.26	6.787556000000034
442	5.822	5.627183000000025
443	5.46	5.822187000000011
444	7.1	6.585900999999963
445	7.423	6.669601000000025
446	7.7	6.909770999999993
447	7.25	7.1827660000000115
448	5.18	6.03605599999999
449	7.51	7.731097999999948
450	7.162	7.580385999999949
451	7.725	7.36419700000003
452	7.974	8.01558600000003
453	7.813	8.177118999999974
454	7.508	7.021972999999991
455	7.12	7.803674000000039
456	5.822	5.454092000000023
457	6.8	6.732808999999952
458	5.38	6.3540189999999654
459	7.77	7.434741000000062
460	6.72	7.128139000000037
461	7.503	6.61692300000002
462	4.55	5.821775000000012
463	7.765	7.718668999999952
464	5.8	5.948898000000011
465	6.47	6.88853499999998
466	6.02	6.680975999999993
467	6.1	7.126446999999935
468	7.431	7.393566999999965
469	6.88	7.320558999999949
470	6.593	6.69696199999998
471	8.66	8.748462999999985
472	6.25	5.988232000000016
473	8.007	7.543332999999958
474	7.21	7.554450000000041
475	7.64	6.985437000000016
476	6.775	7.1977060000000295
477	7.13	6.6684260000000615
478	6.841	7.3523139999999705
479	5.073	4.897945999999997
480	7.4	6.855037000000011
481	5.92	5.675796000000043
482	8.3	8.62360800000004
483	6.75	6.694276999999986
484	7.187	6.747755000000023
485	7.89	7.68043000000005
486	5.92	6.045296000000011
487	7.72	7.732930000000002
488	7.34	7.633767999999932
489	5.96	6.448013999999976
490	6.0	5.411993999999983
491	4.48	5.374604000000034
492	4.89	5.169999000000011
493	7.64	7.3080740000000155
494	7.067	7.081948000000046
495	4.9	5.959657999999963
496	5.62	5.648589000000013
497	6.111	6.627916999999999
498	6.9	6.669159000000028
499	5.8	6.034313999999994
500	7.215	6.4933350000000445
501	6.26	6.724355999999945
502	7.5	6.734621000000007
503	7.551	7.2728359999999626
504	5.0	6.72986399999999
505	7.396	6.771965999999923
506	6.89	7.244953000000011
507	6.822	6.88294100000004
508	6.51	7.286459000000031
509	6.74	7.496320999999979
510	7.565	7.4893070000000055
511	6.539	7.310496000000023
512	7.4	7.086565999999965
513	8.64	8.130644999999987
514	7.8	7.094765000000028
515	9.585	9.101700999999947
516	6.597	6.352245999999985
517	8.3	7.496115999999973
518	6.0	5.608059999999987
519	5.29	5.589005000000003
520	4.35	5.475716000000003
521	6.76	7.211909000000016
522	8.137	7.912322000000041
523	5.335	7.0002520000000095
524	6.873	6.890252000000009
525	8.015	7.704495999999967
526	5.58	5.621015000000028
527	5.96	6.66011199999999
528	7.44	7.861864000000035
529	6.64	7.086958999999988
530	8.221	7.629074999999971
531	8.497	8.374336000000026
532	8.521	8.109201999999936
533	6.455	6.030170000000028
534	7.762	7.7866929999999535
535	5.26	6.76999200000001
536	7.895	7.251467999999997
537	7.875	7.233583999999995
538	6.498	7.443618999999962
539	7.215	7.355779999999994
540	5.12	6.954449000000027
541	4.85	5.196350000000018
542	7.3	7.247981999999985
543	7.75	6.651217000000023
544	7.538	7.369089000000028
545	7.41	7.700279000000055
546	7.523	7.309071000000023
547	7.72	7.4201820000000165
548	8.0	6.147067000000023
549	5.41	5.953027000000031
550	8.3	7.348271999999998
551	4.92	6.085074999999978
552	4.66	4.427846000000057
553	6.15	6.577687000000007
554	7.767	7.770304000000002
555	6.15	6.4822219999999415
556	6.23	6.490239999999995
557	9.22	8.555040999999969
558	7.189	7.250779000000004
559	5.52	6.671752000000058
560	6.55	7.30462300000002
561	6.0	6.432036999999962
562	7.7	8.383676999999953
563	7.63	7.653160000000007
564	8.1	8.145339000000064
565	5.38	5.624164000000005
566	7.899	7.5284400000000185
567	6.639	7.558636000000044
568	6.796	6.781805000000019
569	7.82	7.32849699999998
570	6.7	7.435536999999967
571	6.33	7.126814999999997
572	5.79	6.304807000000026
573	7.38	6.668926000000063
574	6.158	6.54343300000002
575	7.382	7.729575999999942
576	6.021	6.6766
577	7.16	6.859997999999974
578	7.23	7.416271000000025
579	6.601	6.512611000000045
580	7.0	7.193616000000027
581	7.6	7.24576299999995
582	6.08	6.54867799999998
583	7.491	7.326582000000036
584	7.7	7.749166000000058
585	7.68	7.975319000000017
586	7.316	7.452903000000041
587	7.347	6.304211000000053
588	5.742	5.930532999999942
589	5.822	6.465160000000001
590	6.7	6.001070000000011
591	7.518	7.423111000000022
592	6.36	7.024162000000052
593	6.42	6.708156999999972
594	8.0	7.927184000000042
595	5.145	5.555877000000001
596	5.671	7.218278999999946
597	5.922	6.303898999999998
598	7.25	7.162938999999969
599	6.101	6.930177000000047
600	7.0	6.792646999999998
601	5.66	6.0856940000000375
602	6.96	6.643577000000054
603	4.96	5.8098919999999685
604	5.11	5.879787999999996
605	8.7	7.703117999999956
606	6.44	6.1703389999999905
607	7.002	8.187128999999976
608	7.235	6.721577999999986
609	7.8	7.8021220000000415
610	8.315	7.718600999999997
611	6.745	6.618105999999992
612	6.0	6.398652000000013
613	7.257	7.75383199999999
614	7.891	7.817300000000084
615	7.0	7.439446000000029
616	6.4	7.332228999999953
617	6.05	6.460273000000027
618	7.521	7.199988000000027
619	8.174	7.774574000000016
620	7.21	7.685857999999948
621	4.72	5.021351999999997
622	7.074	7.292675000000008
623	5.8	6.430840999999989
624	7.4	6.94362700000004
625	8.1	7.756847000000053
626	7.33	7.857556999999994
627	6.47	6.441073000000001
628	6.902	6.59402799999994
629	5.01	5.6059099999999935
630	7.704	7.116736999999983
631	6.021	5.8745439999999824
632	6.89	6.88378799999998
633	6.2	5.834832000000036
634	7.72	7.752618000000064
635	5.64	6.3452400000000075
636	7.68	7.5326980000000265
637	6.4	6.981633000000002
638	6.427	6.568604000000049
639	5.36	6.255535999999971
640	7.05	7.241095000000004
641	4.72	5.667138999999991
642	7.141	6.490024000000035
643	5.16	5.346149000000041
644	5.68	5.678586000000041
645	6.28	6.793857999999973
646	8.46	8.834761000000018
647	5.94	6.050355999999992
648	7.02	7.860966000000006
649	6.77	6.192805999999999
650	7.654	7.52974000000004
651	7.51	7.313563000000005
652	6.87	7.326283000000023
653	7.3	7.848572999999901
654	8.421	7.610937000000025
655	7.021	7.5709639999999885
656	6.78	6.152625000000002
657	8.173	7.889747999999983
658	7.35	8.025799000000005
659	8.416	8.308285999999974
660	7.63	7.062210999999981
661	5.92	6.883927999999964
662	7.442	6.978119999999987
663	6.55	6.6119520000000005
664	5.72	5.583206000000018
665	6.58	6.939212000000026
666	7.49	8.112573000000072
667	5.748	6.830869000000042
668	7.057	7.334927000000031
669	6.845	6.505248000000019
670	7.19	7.341014000000066
671	6.69	6.780408999999966
672	8.243	8.265642999999939
673	6.47	7.093184999999999
674	5.0	6.599967
675	6.398	6.358822000000015
676	7.215	6.650352999999983
677	6.505	6.3302480000000205
678	6.852	7.368887000000035
679	8.029	7.7243500000000305
680	8.165	7.755431000000002
681	4.91	5.965840000000021
682	5.82	6.494733000000006
683	6.633	7.270257999999995
684	7.55	7.6098130000000515
685	6.613	6.84949699999997
686	6.71	5.871612000000005
687	4.72	4.962157999999991
688	8.175	7.985786999999988
689	4.9	6.292765000000032
690	6.7	7.158433000000013
691	7.011	6.933284000000038
692	7.8	7.487943999999916
693	6.6	6.5961570000000025
694	6.77	6.916314000000008
695	4.66	5.0738960000000155
696	5.362	5.859296000000005
697	5.66	6.058294999999998
698	8.134	7.930473999999965
699	7.2	7.100256000000052
700	6.514	6.64431899999998
701	7.852	7.2411089999999625
702	6.13	6.572210000000042
703	5.77	7.28673799999998
704	6.9	7.4880510000000315
705	6.66	6.812211999999971
706	7.24	6.876996999999984
707	6.05	6.928384999999989
708	7.117	6.20495200000002
709	8.476	7.562025999999973
710	7.723	7.6526080000000345
711	6.33	5.842226000000017
712	5.22	5.229784000000009
713	5.521	6.543268000000003
714	8.528	8.328058999999973
715	6.72	7.071841999999999
716	6.1	6.657351000000001
717	8.4	8.073561000000026
718	5.46	6.52953200000002
719	5.795	5.7972529999999844
720	6.431	7.3984500000000315
721	8.8	7.953828999999977
722	8.168	8.059846999999946
723	6.202	6.153161000000005
724	6.47	7.161660999999982
725	6.0	5.4664019999999836
726	7.82	7.791734999999989
727	8.745	9.035286999999931
728	6.675	7.13088499999996
729	7.795	7.368985000000016
730	6.28	6.500517000000074
731	6.55	6.487052000000039
732	8.131	7.951884000000001
733	5.49	5.418993000000008
734	6.784	6.015747000000044
735	6.01	6.421902000000016
736	6.47	7.062406999999965
737	8.065	7.992104999999989
738	8.152	7.623321999999941
739	6.99	7.32539700000001
740	7.57	7.244924000000011
741	6.57	6.994265000000011
742	7.852	7.703860000000027
743	6.47	6.016199000000017
744	7.569	7.688806999999996
745	5.41	5.999729999999983
746	8.675	7.551038999999997
747	7.05	7.581639000000058
748	5.41	6.144246000000016
749	6.59	6.070310999999991
750	6.38	7.447743000000007
751	7.543	7.415261000000013
752	5.865	6.294223999999998
753	4.79	6.932905999999998
754	7.317	6.776145000000043
755	5.99	6.457683000000006
756	5.192	5.611423000000044
757	6.319	7.431414000000046
758	6.748	6.981045000000036
759	7.16	6.511487999999961
760	6.97	7.109842000000006
761	5.7	6.229495999999993
762	8.131	8.217522000000022
763	6.1	7.223162999999959
764	6.11	6.930818000000039
765	7.78	7.944583999999966
766	7.76	7.621197000000026
767	7.954	7.919945000000017
768	7.08	6.719622999999913
769	5.62	5.828317000000009
770	5.06	7.264214000000031
771	6.94	7.535484000000029
772	7.23	6.406663000000014
773	7.21	6.6428150000000254
774	8.52	9.061840999999962
775	7.601	6.734570999999956
776	7.928	7.535392000000053
777	8.92	7.620787000000054
778	5.585	5.540543999999999
779	7.77	7.76403200000004
780	6.64	6.2680180000000325
781	6.05	6.640184999999965
782	7.89	7.873935999999997
783	5.481	6.212963000000025
784	6.1	5.9923840000000315
785	7.687	7.6580749999999735
786	6.971	7.2376330000000415
787	4.96	4.845851999999999
788	7.3	7.91649799999991
789	8.8	8.119062000000014
790	6.291	6.646231000000055
791	8.35	7.568649000000058
792	7.0	6.686818999999994
793	4.66	6.15703800000002
794	8.66	8.99877899999994
795	7.35	7.712783999999992
796	6.8	6.896242
797	5.77	5.650243000000002
798	5.891	7.417384999999954
799	5.82	6.064245999999999
800	6.34	7.105774000000068
801	8.48	7.825246999999935
802	5.4	5.441119000000037
803	8.52	7.237261000000012
804	6.0	5.708695999999971
805	7.3	7.143605999999972
806	4.85	5.229495000000026
807	9.155	8.664438999999948
808	8.781	8.250679000000037
809	6.805	6.481416999999976
810	6.82	6.514369000000014
811	8.31	8.144720999999992
812	4.3	4.801278000000011
813	7.679	7.7095620000000356
814	7.64	7.8182370000000425
815	4.13	4.6986809999999775
816	6.679	7.300140000000031
817	5.79	6.291836999999966
818	8.54	8.130868000000032
819	8.118	8.082859000000035
820	6.371	6.646452000000002
821	8.281	8.191948999999902
822	4.87	5.863558000000001
823	5.21	6.771419999999984
824	7.21	5.757641000000011
825	7.7	7.243023999999949
826	7.613	7.620877000000028
827	8.02	7.885364000000014
828	7.528	7.101345999999947
829	5.251	6.4104189999999805
830	7.57	7.459451000000054
831	5.8	6.691824999999996
832	7.21	7.287549999999986
833	8.503	8.165388000000068
834	7.409	7.624548000000033
835	7.015	7.303666000000005
836	8.0	7.31063099999995
837	5.6	5.970887999999998
838	8.282	7.698550999999936
839	7.54	7.194712000000017
840	6.26	6.184484000000021
841	5.89	6.521715999999971
842	5.091	7.244571000000012
843	6.7	6.750966000000006
844	4.77	5.15559100000002
845	7.35	7.113066000000074
846	8.46	7.628879000000016
847	8.0	6.943328000000014
848	8.07	8.107635000000029
849	8.152	7.612324000000015
850	8.18	7.813009000000035
851	6.743	6.343676000000019
852	6.52	6.022551999999979
853	6.867	6.747251999999996
854	7.205	6.243411000000032
855	7.297	7.600430000000001
856	7.62	7.277325000000025
857	6.48	6.675213000000033
858	7.174	7.684054000000008
859	4.8	5.374247000000034
860	7.52	7.118592999999998
861	6.904	7.071722000000011
862	5.355	5.971148000000021
863	6.5	6.036287999999962
864	5.73	6.165018000000005
865	5.66	5.774460999999991
866	9.0	8.35544799999997
867	5.55	6.041859999999935
868	5.23	5.878636000000011
869	6.83	6.141763000000043
870	7.442	7.9003280000000835
871	7.854	7.473115999999965
872	7.89	7.7423329999999835
873	8.4	7.100182999999952
874	6.79	6.5409579999999625
875	5.761	6.003572000000052
876	6.97	6.42657599999995
877	8.525	8.093397000000008
878	7.1	6.516784999999978
879	7.787	7.366803999999999
880	7.326	7.243099000000025
881	6.934	7.069850000000016
882	8.1	7.089501000000008
883	7.347	7.615029000000015
884	7.02	6.672047000000032
885	8.601	7.704923999999991
886	5.5	6.84715699999998
887	7.55	7.348223000000038
888	7.9	7.701985999999961
889	7.395	7.342941000000009
890	6.41	5.988103000000015
891	7.317	7.139954000000018
892	7.629	7.14680700000003
893	6.065	6.400425000000015
894	5.56	6.638563000000024
895	7.071	7.414105000000032
896	6.28	6.674158999999968
897	7.5	7.7308749999999735
898	7.291	7.404507999999959
899	9.221	7.36022399999999
900	6.967	6.724372000000012
901	8.822	6.894663999999994
902	7.3	7.252593000000018
903	8.293	8.188797000000019
904	5.388	6.29147400000002
905	6.06	5.648033000000017
906	7.8	7.54949699999998
907	5.32	5.359864999999986
908	8.493	7.432511999999978
909	7.32	7.343001000000031
910	7.47	7.596642000000033
911	6.12	6.391730999999967
912	7.525	6.759667999999971
913	7.715	7.550019000000015
914	6.5	6.670518999999978
915	8.37	7.979716000000068
916	7.149	7.027888000000027
917	6.634	6.987875000000034
918	8.57	8.142603000000078
919	8.242	7.603364000000011
920	7.399	7.680259000000028
921	6.94	7.020982000000008
922	6.825	6.449284999999956
923	8.492	8.010837000000016
924	5.22	5.433152000000022
925	5.89	6.280992999999995
926	7.7	6.997621999999989
927	5.911	6.10056899999999
928	7.318	6.262842000000048
929	7.96	7.826344999999997
930	7.96	7.581124000000043
931	7.534	7.556507000000005
932	6.58	6.607827000000041
933	7.24	6.21800700000005
934	4.52	5.489330999999971
935	7.115	7.309010999999968
936	7.18	7.316633000000024
937	8.4	7.281476999999969
938	5.822	5.739152999999978
939	6.55	6.058643000000007
940	6.739	7.193978000000042
941	7.62	7.796646999999947
942	7.24	7.2689589999999615
943	7.42	6.799629999999989
944	7.015	6.37621800000003
945	8.05	6.966745999999996
946	6.92	6.620400000000044
947	5.8	6.033289000000021
948	5.77	6.402975000000024
949	6.092	6.824746999999998
950	5.62	7.13430200000001
951	5.5	6.007844999999982
952	7.392	7.370821000000044
953	8.0	7.859643000000061
954	6.357	6.051685000000024
955	5.605	6.359820999999974
956	5.0	5.050458999999996
957	7.806	7.816231999999959
958	9.4	9.021509000000002
959	9.222	8.274520000000026
960	5.282	6.916078000000012
961	6.896	7.00285600000003
962	6.47	6.51665900000002
963	8.615	7.5092670000000155
964	8.0	7.794143000000008
965	6.172	6.688509000000011
966	4.72	5.341015000000015
967	7.7	7.442418999999993
968	6.487	6.329355000000027
969	8.06	7.306804000000013
970	7.943	7.410889000000023
971	7.76	6.824883999999977
972	6.89	6.585025999999939
973	7.095	7.038894000000016
974	8.19	7.8315290000000175
975	7.44	7.31366600000001
976	5.07	6.455317000000007
977	8.7	7.95945399999997
978	6.75	6.643506000000043
979	6.17	6.094606999999971
980	7.28	7.900238999999984
981	8.395	7.581635999999983
982	5.38	5.6173469999999925
983	6.75	5.864316000000018
984	8.625	8.80655299999998
985	5.43	6.157682000000025
986	7.572	7.280651000000023
987	7.431	6.873488999999993
988	8.0	7.639687000000014
989	6.951	6.955955000000016
990	8.137	7.071568999999966
991	6.97	7.435822000000013
992	5.822	5.922900000000005
